ASIN,Copertina,Titolo,Autore,Data,Recensioni,Categoria
8804767111,https://m.media-amazon.com/images/I/71a+f-3HtBL._AC_UY218_.jpg,L'arte della felicità,Gyatso Tenzin,13 set. 2022,140,Religione e spiritualità
8892223828,https://m.media-amazon.com/images/I/61trURepX7L._AC_UY218_.jpg,Camminando sui passi del Risorto. Trenta piccole meditazioni e un «quaderno» per la riflessione personale: un percorso di preparazione alla Pasqua,Luigi Maria Epicoco,25 gen. 2021,139,Religione e spiritualità
8892243659,https://m.media-amazon.com/images/I/71RysuPF5NL._AC_UY218_.jpg,Il Padre Nostro,Luigi Maria Epicoco,9 feb. 2024,138,Religione e spiritualità
8892597841,https://m.media-amazon.com/images/I/61SMSlAvLeL._AC_UY218_.jpg,Il Potere della Consapevolezza,Neville Goddard,28 mar. 2017,137,Religione e spiritualità
8892229885,https://m.media-amazon.com/images/I/71gerFIkKmL._AC_UY218_.jpg,"«Prega, mangia, ama». Esercizi spirituali sul Vangelo di Luca",Luigi Maria Epicoco,31 ott. 2022,137,Religione e spiritualità
8821568644,https://m.media-amazon.com/images/I/61Hx9S7OHRL._AC_UY218_.jpg,Vangelo e Atti degli Apostoli. Ediz. a caratteri grandi,AA.VV.,1 set. 2010,134,Religione e spiritualità
B0CTKM29KP,https://m.media-amazon.com/images/I/7122eKKgnfL._AC_UY218_.jpg,"IL GATTO ZEN: Migliora la tua vita, impara a rilassarti e a diminuire i pensieri con la filosofia del Gatto Zen. Simbologia giapponese, Meditazioni e Storie Zen.",Luca Daisei Hiroki,29 gen. 2024,134,Religione e spiritualità
8831547585,https://m.media-amazon.com/images/I/61ub+opB6aL._AC_UY218_.jpg,Amoris Laetitia Esortazione postsinodale sulla famiglia oggi,Francesco,8 apr. 2016,133,Religione e spiritualità
8822787307,https://m.media-amazon.com/images/I/71FTxP99EzL._AC_UY218_.jpg,"Un incantesimo per ogni giorno. 365 incantesimi, rituali e piccole magie quotidiane",Strega Delle Mele,22 ott. 2024,133,Religione e spiritualità
B09TF9C11B,https://m.media-amazon.com/images/I/81wlT2vUlNL._AC_UY218_.jpg,Il Corano in Italiano Completo :Il Nobile Corano traduzione dei suoi significati lingua italiana: Il Sacro Corano / RAMADAN 2022 ;corano italiano ... in italiano / Noble Quran in Italian Language,YT P,26 feb. 2022,132,Religione e spiritualità
8834620860,https://m.media-amazon.com/images/I/419B-lVm+0L._AC_UY218_.jpg,Riflessioni sul dolore,Umberto Eco,18 apr. 2025,131,Religione e spiritualità
8895120035,https://m.media-amazon.com/images/I/719n22rBb7L._AC_UY218_.jpg,L'essenza della vita. Il risveglio della consapevolezza nel cammino spirituale,Willigis Jäger,1 gen. 2007,131,Religione e spiritualità
8895403363,https://m.media-amazon.com/images/I/61NSUGwY6fL._AC_UY218_.jpg,I misteri di nascita e morte. La visione buddista della vita,Daisaku Ikeda,1 nov. 1998,131,Religione e spiritualità
8884043565,https://m.media-amazon.com/images/I/71VBPYZlx3L._AC_UY218_.jpg,I doni dello Spirito Santo. Catechesi di papa Francesco,Francesco,1 gen. 2015,131,Religione e spiritualità
8886517394,https://m.media-amazon.com/images/I/71kwPKgkmuL._AC_UY218_.jpg,L'arte di purificare il cuore,Tomás Spidlík Cardinale,1 feb. 2001,130,Religione e spiritualità
8830153044,https://m.media-amazon.com/images/I/61veyEk8ATL._AC_UY218_.jpg,La profezia della luce,Emmanuel Exitu,29 ott. 2025,129,Religione e spiritualità
8892222759,https://m.media-amazon.com/images/I/61ehw8hQ-RL._AC_UY218_.jpg,La Bibbia. Scrutate le Scritture,Aa.Vv.,16 ott. 2020,128,Religione e spiritualità
8830119695,https://m.media-amazon.com/images/I/61dENd2kMbL._AC_UY218_.jpg,Le chiavi del regno,Archibald J Cronin,5 lug. 2023,128,Religione e spiritualità
B0DTP1RGJR,https://m.media-amazon.com/images/I/51nuacwiuUL._AC_UY218_.jpg,Aldilà. Dedicato a chi resta,Barbara Amadori,21 gen. 2025,127,Religione e spiritualità
8894478815,https://m.media-amazon.com/images/I/81gUaV38yjS._AC_UY218_.jpg,"Donne delinquenti. Storie di streghe, eretiche, ribelli, rivoltose, tarantolate",Michela Zucca,1 mag. 2021,126,Religione e spiritualità
B09T6YC12G,https://m.media-amazon.com/images/I/61LEtBp-0OL._AC_UY218_.jpg,Una camionata di merda: e altre storie di quotidiana felicità,Ajahn Brahm,24 feb. 2022,125,Religione e spiritualità
8834009088,https://m.media-amazon.com/images/I/61uzI7BzJFL._AC_UY218_.jpg,Scrivere zen. Manuale di scrittura creativa,Natalie Goldberg,15 dic. 1987,125,Religione e spiritualità
8869375072,https://m.media-amazon.com/images/I/71W-htB4GpL._AC_UY218_.jpg,Fisiologia occulta. Il funzionamento dell'essere umano da un punto di vista spirituale,Rudolf Steiner,6 feb. 2020,125,Religione e spiritualità
8842055042,https://m.media-amazon.com/images/I/61zHdtxAmUL._AC_UY218_.jpg,Manuale di storia delle religioni,Aa. Vv,15 mag. 1998,124,Religione e spiritualità
8825025688,https://m.media-amazon.com/images/I/71HHpcR0IaL._AC_UY218_.jpg,Meditazione profonda e autoconoscenza,Mariano Ballester,1 gen. 2018,123,Religione e spiritualità
8817127043,https://m.media-amazon.com/images/I/71bQyKnOIwL._AC_UY218_.jpg,Sutra del Loto,Luciana Meazza,21 nov. 2001,122,Religione e spiritualità
B0DHZNZ71V,https://m.media-amazon.com/images/I/71uJ3Hry6kL._AC_UY218_.jpg,Destinazione speranza,Vito Mancuso,15 ott. 2024,122,Religione e spiritualità
B0C9SDN2PS,https://m.media-amazon.com/images/I/514of3ufjCL._AC_UY218_.jpg,L'eterno ritrovarsi,Marta Turnu,12 lug. 2023,121,Religione e spiritualità
8809915100,https://m.media-amazon.com/images/I/71vCr2Xua4L._AC_UY218_.jpg,Vivi come se dovessi morire domani. Impara come se dovessi vivere per sempre,Arun Gandhi,24 apr. 2024,119,Religione e spiritualità
B0CKTGVFY6,https://m.media-amazon.com/images/I/61vbfymfsAL._AC_UY218_.jpg,Corona di Cento Requiem in suffragio dei defunti,Autori Vari,10 ott. 2023,119,Religione e spiritualità
B01FPJSO7Q,https://m.media-amazon.com/images/I/81wsSXeY6xL._AC_UY218_.jpg,La Vita di San Francesco d'Assisi (I doni della Chiesa),Tommaso da Celano,15 mag. 2016,118,Religione e spiritualità
8828507942,https://m.media-amazon.com/images/I/81g9tqZADoL._AC_UY218_.jpg,L'inganno della Croce. Come la Chiesa cattolica ci ha ingannato e ha inventato se stessa con menzogne,Fezia Laura,25 giu. 2024,116,Religione e spiritualità
8884040191,https://m.media-amazon.com/images/I/71yp6Gr2JKL._AC_UY218_.jpg,Rosario e Coroncina allo Spirito Santo,Autori vari,1 gen. 2015,115,Religione e spiritualità
8898829825,https://m.media-amazon.com/images/I/71OMHO9wqnL._AC_UY218_.jpg,Apparizioni mariane: il grande imbroglio. Indagine laica sui criteri con cui la Chiesa approva una presunta manifestazione celeste,Laura Fezia,29 apr. 2016,114,Religione e spiritualità
8892228528,https://m.media-amazon.com/images/I/611qfkpr1PL._AC_UY218_.jpg,Preghiamo con i salmi,Aa.Vv.,3 giu. 2022,112,Religione e spiritualità
8896665450,https://m.media-amazon.com/images/I/41PC8tcMrxL._AC_UY218_.jpg,Francesco d'Assisi,Hermann Hesse,5 mar. 2012,112,Religione e spiritualità
8858015819,https://m.media-amazon.com/images/I/71Dt2TsVX7L._AC_UY218_.jpg,Il libro delle religioni. Grandi idee spiegate in modo semplice,A. Carbone,15 set. 2016,112,Religione e spiritualità
8897328237,https://m.media-amazon.com/images/I/71UvET1vTjL._AC_UY218_.jpg,Sulle tracce del Nazareno: Introduzione al Gesù storico,Adriano Virgili,10 giu. 2022,111,Religione e spiritualità
8817188468,https://m.media-amazon.com/images/I/71wlEBwcuLL._AC_UY218_.jpg,Figlie selvagge,Cinzia Giorgio,17 giu. 2025,109,Religione e spiritualità
8888287027,https://m.media-amazon.com/images/I/619Tl418EnL._AC_UY218_.jpg,La mistica della riparazione,Divo Barsotti,1 gen. 2002,109,Religione e spiritualità
8831114492,https://m.media-amazon.com/images/I/41Y1giq5XuL._AC_UY218_.jpg,Esercizi spirituali,Ignazio di Loyola,5 apr. 2013,109,Religione e spiritualità
8810204727,https://m.media-amazon.com/images/I/617lWokQJbL._AC_UY218_.jpg,Messale quotidiano. Festivo e feriale. Letture bibliche dal Nuovo Lezionario CEI. Nuova ediz.,MichaelDavide Semeraro,25 feb. 2021,108,Religione e spiritualità
8807885085,https://m.media-amazon.com/images/I/71OCpreQa7L._AC_UY218_.jpg,Dhammapada. La via del Buddha,G. Pecunia,24 set. 2014,107,Religione e spiritualità
8874028776,https://m.media-amazon.com/images/I/71P269gKXKL._AC_UY218_.jpg,Elogio della vita imperfetta. La via della fragilità,Paolo Scquizzato,1 ott. 2013,107,Religione e spiritualità
8877876220,https://m.media-amazon.com/images/I/51ZDfxJmSNL._AC_UY218_.jpg,Il Vangelo di Giovanni. Nuova ediz.,Rudolf Steiner,15 feb. 2020,107,Religione e spiritualità
8809873491,https://m.media-amazon.com/images/I/615qYWYQREL._AC_UY218_.jpg,Il piccolo libro del buddista: La via per raggiungere l'equilibrio,Bettina Lemke,6 mar. 2019,106,Religione e spiritualità
8821594866,https://m.media-amazon.com/images/I/71TpSMvFBYL._AC_UY218_.jpg,Trattato della vera devozione alla santa vergine e il segreto di Maria,santo Louis-Marie Grignion de Montfort,6 mag. 2015,103,Religione e spiritualità
8817184721,https://m.media-amazon.com/images/I/61KMnqbz+ML._AC_UY218_.jpg,Ognuno fa il fuoco con la legna che ha. La terribile bellezza dei Vangeli nelle parole del parroco del carcere di Padova,Marco Pozza,10 ott. 2023,100,Religione e spiritualità
8861386660,https://m.media-amazon.com/images/I/712CW8e2ewL._AC_UY218_.jpg,L'orologio della passione,Luisa Piccarreta,29 mar. 2013,99,Religione e spiritualità
8880578529,https://m.media-amazon.com/images/I/61yQ8M7zojL._AC_UY218_.jpg,Bibbia ebraica. Pentateuco e Haftaroth. Testo ebraico a fronte,Dario Disegni,6 ago. 2020,99,Religione e spiritualità
883400860X,https://m.media-amazon.com/images/I/71mXRb2ukkL._AC_UY218_.jpg,Il tao del Tai-chi chuan. La via del ringiovanimento,Hwa Jou Tsung,19 giu. 1986,98,Religione e spiritualità
8817065137,https://m.media-amazon.com/images/I/919NicB1duL._AC_UY218_.jpg,All'origine della pretesa cristiana. Volume secondo del PerCorso,Luigi Giussani,28 gen. 2004,95,Religione e spiritualità
8884047501,https://m.media-amazon.com/images/I/51qVXLT32iL._AC_UY218_.jpg,La Sacra Bibbia. Ediz. grande a caratteri grandi. Tela rossa,Tarcisio Stramare,24 giu. 2022,95,Religione e spiritualità
8816306947,https://m.media-amazon.com/images/I/61pYRCA2zpL._AC_UY218_.jpg,Contro Maestro Ciliegia. Commento teologico a «Le avventure di Pinocchio»,Giacomo Biffi Cardinale della Chiesa cattolica,10 mar. 2023,94,Religione e spiritualità
8810410076,https://m.media-amazon.com/images/I/61DEBT09a8L._AC_UY218_.jpg,Storia d'Israele dalle origini al periodo romano,Luca Mazzinghi,25 ott. 2007,94,Religione e spiritualità
1794752781,https://m.media-amazon.com/images/I/51IpztasnhL._AC_UY218_.jpg,Scoreggiare Meglio: Guida Teorico/Pratica al Perfezionamento dei Peti,Daria Tromba,1 dic. 2021,93,Religione e spiritualità
8886616570,https://m.media-amazon.com/images/I/71QKrPhBRBL._AC_UY218_.jpg,Preghiere per le anime dei defunti in Purgatorio,Editrice Shalom,1 gen. 2012,92,Religione e spiritualità
B0DJDVXQJM,https://m.media-amazon.com/images/I/61v79KSehrL._AC_UY218_.jpg,"Il mio infinito. Dio, la vita e l'universo nelle riflessioni di una scienziata atea. Nuova ediz.",Margherita Hack,21 feb. 2025,92,Religione e spiritualità
8817112313,https://m.media-amazon.com/images/I/71QaGaNyKyL._AC_UY218_.jpg,Miti greci,Giuseppe Zanetto,14 mag. 2019,91,Religione e spiritualità
8831114352,https://m.media-amazon.com/images/I/61ny+Akr1oL._AC_UY218_.jpg,Notte oscura,Giovanni della Croce,11 set. 2006,90,Religione e spiritualità
8830809322,https://m.media-amazon.com/images/I/8125R0EpV+L._AC_UY218_.jpg,Come leggere il Vangelo (e non perdere la fede),Alberto Maggi,1 gen. 2011,90,Religione e spiritualità
8817182540,https://m.media-amazon.com/images/I/61ZSONhh4lL._AC_UY218_.jpg,Con Dio non sei mai solo,Benedetto XVI,5 gen. 2023,89,Religione e spiritualità
8841897635,https://m.media-amazon.com/images/I/61BXIKpH6qL._AC_UY218_.jpg,Avesta,A. Alberti,26 set. 2013,89,Religione e spiritualità
8881350262,https://m.media-amazon.com/images/I/61TBhTLe8WL._AC_UY218_.jpg,Fonti francescane,Ernesto Caroli,1 gen. 2009,88,Religione e spiritualità
8821595285,https://m.media-amazon.com/images/I/71F0RxmhAfL._AC_UY218_.jpg,Esercizi spirituali,Ignazio di Loyola,4 giu. 2015,88,Religione e spiritualità
8807901242,https://m.media-amazon.com/images/I/61+IIjsLbWL._AC_UY218_.jpg,Kohèlet/Ecclesiaste,E. De Luca,4 giu. 2014,88,Religione e spiritualità
8892225146,https://m.media-amazon.com/images/I/61QOPweRcQL._AC_UY218_.jpg,Guida galattica per nonne e nonni del Terzo Millennio. Come affrontare le sfide del futuro insieme ai nipoti,Mattia Mascher,11 mag. 2021,88,Religione e spiritualità
B0CPQGSBNP,https://m.media-amazon.com/images/I/61OH5-XQOuL._AC_UY218_.jpg,Diario della Gratitudine: 5 Minuti al Giorno per Migliorare la Tua Vita. Sviluppa la Capacità di Vedere il Lato Positivo delle Cose e Scopri il Potere Magico di Dire Grazie,ParoleLibere Edizioni,4 dic. 2023,87,Religione e spiritualità
8817186589,https://m.media-amazon.com/images/I/71ihjRa2UhL._AC_UY218_.jpg,Il più bel trucco del diavolo,Gianluca Herold,29 ott. 2024,87,Religione e spiritualità
8831530321,https://m.media-amazon.com/images/I/615tEdr1A2L._AC_UY218_.jpg,Libro della mia vita,Teresa d'Avila,1 set. 2016,87,Religione e spiritualità
B0FVX92CKR,https://m.media-amazon.com/images/I/61j9ELCbNhL._AC_UY218_.jpg,TI RACCONTO CARLO ACUTIS: Con attività diaristiche di riflessione per grandi e piccini. Font ad alta leggibilità per DSA,SONIA D'ALESSIO,12 ott. 2025,86,Religione e spiritualità
8884048729,https://m.media-amazon.com/images/I/61SEIt-cXUL._AC_UY218_.jpg,Pensieri e preghiere di don Dolindo,Grazia Ruotolo,21 mag. 2023,85,Religione e spiritualità
8831558048,https://m.media-amazon.com/images/I/61jv3j262ZL._AC_UY218_.jpg,Dilexit nos. Lettera enciclica sull’amore umano e divino del cuore di Gesù Cristo,Francesco,7 nov. 2024,85,Religione e spiritualità
8867950533,https://m.media-amazon.com/images/I/61oATd77OBL._AC_UY218_.jpg,I capitoli Hoben e Juryo. Il cuore del Sutra del Loto,Daisaku Ikeda,1 mar. 2015,85,Religione e spiritualità
8806253506,https://m.media-amazon.com/images/I/71dZSYOWw4L._AC_UY218_.jpg,Arcipelago. Isole e miti del Mar Egeo,Giorgio Ieranò,7 giu. 2022,85,Religione e spiritualità
8831552651,https://m.media-amazon.com/images/I/61+jiU7ANKL._AC_UY218_.jpg,Filotea. Introduzione alla vita devota,Francesco di Sales,13 mag. 2020,84,Religione e spiritualità
B0F32G2MCG,https://m.media-amazon.com/images/I/714FwtsD6BL._AC_UY218_.jpg,"MAMMA NON URLARE PIU': Scopri le regole d'oro per educare con empatia e senza urlare. Usa tecniche mirate per farti ascoltare e crescere figli sicuri, promuovendo benessere e armonia in famiglia.",Katia Meacci,20 mag. 2023,84,Religione e spiritualità
8817184217,https://m.media-amazon.com/images/I/7157Z9bvOyL._AC_UY218_.jpg,Il Dio nuovo. Storia dei primi cristiani che portarono Gesù a Roma,Alessandro Sortino,3 set. 2024,84,Religione e spiritualità
8894635902,https://m.media-amazon.com/images/I/61GuzC0YuCS._AC_UY218_.jpg,Ecate. Fiore di fuoco. Sacerdotesse della Nuova Era,Valentina Minoglio,18 giu. 2021,82,Religione e spiritualità
8834004361,https://m.media-amazon.com/images/I/61CsDb-pxsL._AC_UY218_.jpg,Iniziazione all'ermetica. Una pratica della magia,Franz Bardon,1 nov. 1978,82,Religione e spiritualità
8821593827,https://m.media-amazon.com/images/I/71ERnMzLSjL._AC_UY218_.jpg,Il libro dei Salmi. Versione ufficiale della Conferenza Episcopale Italiana,Conferenza episcopale italiana,16 gen. 2015,81,Religione e spiritualità
B0FGY5W3V5,https://m.media-amazon.com/images/I/71IG1lM0wvL._AC_UY218_.jpg,"Il Diario della Gratitudine e Felicità in 6 Minuti: Inizia il tuo percorso di crescita, coltiva la gratitudine e trova la felicità.",Isabel Waterford,4 lug. 2025,80,Religione e spiritualità
B0948RPSZ9,https://m.media-amazon.com/images/I/610rTJJcpGL._AC_UY218_.jpg,Bhagavad Gita. Essenziale. Ediz. ridotta,Paramahamsa Sri Swami Vishwananda,1 apr. 2021,80,Religione e spiritualità
B0DMBMW95V,https://m.media-amazon.com/images/I/71OeR2NcS5L._AC_UY218_.jpg,La mia possessione: Come mi sono liberato da 27 legioni di demoni,Francesco Vaiasuso,1 set. 2012,80,Religione e spiritualità
B091W9TPCJ,https://m.media-amazon.com/images/I/61xL+MpvDTS._AC_UY218_.jpg,Il Corano: Testo arabo e traduzione dei suoi significati in lingua italiana - edizione completa - con commenti e note per approfondire la comprensione - Grande formato,Allah,5 gen. 2018,79,Religione e spiritualità
8892225448,https://m.media-amazon.com/images/I/71Th9vB2TuL._AC_UY218_.jpg,Con cuore di padre. San Giuseppe. Meditazioni e preghiere,Luigi Maria Epicoco,15 feb. 2021,78,Religione e spiritualità
8806165879,https://m.media-amazon.com/images/I/71HHrQcMUnL._AC_UY218_.jpg,Il pensiero giapponese classico,Massimo Raveri,3 giu. 2021,78,Religione e spiritualità
B0CWD63VKN,https://m.media-amazon.com/images/I/81ABVLxdu5L._AC_UY218_.jpg,Il segreto meraviglioso del Santo Rosario,san Luigi Maria Grignion di Montfort,15 apr. 2024,77,Religione e spiritualità
8845914992,https://m.media-amazon.com/images/I/81XTjEhzOnL._AC_UY218_.jpg,Pistis Sophia,Luigi Moraldi,4 nov. 1999,76,Religione e spiritualità
B0CLVR463H,https://m.media-amazon.com/images/I/713P9nm5h2L._AC_UY218_.jpg,Il Segreto della Pineale Volume 2: Il Segreto nella Kabbalàh,Adam Luz,26 ott. 2023,76,Religione e spiritualità
8886616686,https://m.media-amazon.com/images/I/71IhaabV8-L._AC_UY218_.jpg,"Preghiere di guarigione, liberazione, consolazione",Cesare Truqui,1 gen. 2015,76,Religione e spiritualità
8804704349,https://m.media-amazon.com/images/I/617D82z0i+L._AC_UY218_.jpg,Breviario laico,Gianfranco Ravasi,30 mar. 2021,76,Religione e spiritualità
B0FLDS96DG,https://m.media-amazon.com/images/I/71Twy7+rdpL._AC_UY218_.jpg,Più di Tutte le Stelle del Cielo: Un Romanzo che Intreccia Passato e Presente in una Storia d'Amore che Sfida il Tempo e la Morte,Luca Cameli,5 ago. 2025,74,Religione e spiritualità
8807174871,https://m.media-amazon.com/images/I/714ihJOs0nL._AC_UY218_.jpg,Dio era morto. Riscoprire il divino senza cadere nelle nuove superstizioni,Rick DuFer,29 apr. 2025,74,Religione e spiritualità
8845920127,https://m.media-amazon.com/images/I/71Vuh-AwnqL._AC_UY218_.jpg,"Le apocalissi gnostiche. Apocalisse di Adamo, Pietro, Giacomo, Paolo",Luigi Moraldi,28 set. 2005,73,Religione e spiritualità
B0FQNY4J31,https://m.media-amazon.com/images/I/71K4HksvQIL._AC_UY218_.jpg,Non desiderare la vita d’altri: Riposo per cuori inquieti,Costanza Miriano,16 set. 2025,72,Religione e spiritualità
8830809438,https://m.media-amazon.com/images/I/51pQfhsvG5L._AC_UY218_.jpg,Escatologia. Morte e vita eterna,Benedetto XVI,1 gen. 2013,71,Religione e spiritualità
8807888971,https://m.media-amazon.com/images/I/71YEhd5De+L._AC_UY218_.jpg,Chuang Tzu (Zhuangzi),Augusto Shantena Sabbadini,12 gen. 2017,69,Religione e spiritualità
8827208801,https://m.media-amazon.com/images/I/71S6s5FGZJL._AC_UY218_.jpg,Sri Aurobindo e l'avventura della coscienza,Satprem,1 apr. 1991,68,Religione e spiritualità
888404751X,https://m.media-amazon.com/images/I/51xsQDtAbpL._AC_UY218_.jpg,La Sacra Bibbia. Ediz. grande a caratteri grandi. Ecopelle bianca,Tarcisio Stramare,24 giu. 2022,65,Religione e spiritualità
8885385095,https://m.media-amazon.com/images/I/71f0XnBxrTL._AC_UY218_.jpg,Iniziazione: memorie di un'egizia,Elisabeth Haich,1 lug. 1999,65,Religione e spiritualità
8892984047,https://m.media-amazon.com/images/I/619MWh+h1QL._AC_UY218_.jpg,Cammino,san Josemaría Escrivá de Balaguer,13 dic. 2023,64,Religione e spiritualità
889899978X,https://m.media-amazon.com/images/I/61ofd0sndNL._AC_UY218_.jpg,"Buongiorno, Spirito Santo",Benny Hinn,20 dic. 2022,63,Religione e spiritualità
8884046726,https://m.media-amazon.com/images/I/71MKYC7jn+L._AC_UY218_.jpg,Preghiere a San Charbel,Autori vari,28 lug. 2020,63,Religione e spiritualità
8866718181,https://m.media-amazon.com/images/I/51wat3oWIxL._AC_UY218_.jpg,La grande storia della piccola Sara Mariucci e di Mamma Morena. La scelta di Sara e la libertà di essere felici,Enrico Graziano Giovanni Solinas,29 gen. 2021,61,Religione e spiritualità
B0FCYVKSFQ,https://m.media-amazon.com/images/I/71Gl6tnH7YL._AC_UY218_.jpg,"Il Potere Segreto dei Salmi: La chiave che apre la porta alla grazia, alla protezione e al favore divino.",animatarot,12 giu. 2025,60,Religione e spiritualità
B0GFXFXSHQ,https://m.media-amazon.com/images/I/91W6RRGzeLL._AC_UY218_.jpg,"La Compagnia di Miro: Un romanzo on the road sull'amicizia, la perdita e il legame oltre la vita",Matteo Bonandrini,9 gen. 2026,59,Religione e spiritualità
B0FPLTX2K4,https://m.media-amazon.com/images/I/71KV2dHRumL._AC_UY218_.jpg,Sulla tua Parola. Messalino gennaio-febbraio 2026. Santa Messa quotidiana e letture commentate per vivere la parola di Dio,Serafino Tognetti,2 set. 2025,55,Religione e spiritualità
B0FPCM2GY3,https://m.media-amazon.com/images/I/61GvM-T4QWL._AC_UY218_.jpg,La Bibbia Spiegata Semplice: Guida Pratica e Illustrata dall'Antico al Nuovo Testamento (Per Giovani e Adulti),Little Lambs,31 ago. 2025,53,Religione e spiritualità
8892248162,https://m.media-amazon.com/images/I/8175n9w7OSL._AC_UY218_.jpg,A(r)marsi con cinque ciottoli,Roberto Faccenda,27 ago. 2025,52,Religione e spiritualità
8856695944,https://m.media-amazon.com/images/I/81M6nRm7AjL._AC_UY218_.jpg,Il coraggio di scegliere. Il mio viaggio con sant'Agostino,Davide Banzato,18 nov. 2025,41,Religione e spiritualità
8811014824,https://m.media-amazon.com/images/I/71X7ILz3LWL._AC_UY218_.jpg,Il volo della rondine. Frutti della memoria,Violet Ren,26 ago. 2025,40,Religione e spiritualità
B0FSDWMPZS,https://m.media-amazon.com/images/I/61bMhx4x2UL._AC_UY218_.jpg,Stranieri sulla Terra: L’Apocrifo di Klod Nagal,Klod Nagal,23 set. 2025,39,Religione e spiritualità
B0G4JWQGHK,https://m.media-amazon.com/images/I/619RcwRkn3L._AC_UY218_.jpg,"MENTE CALMA: Il Metodo Zen per Liberarti dal Sovraccarico Mentale, Ridurre Ansia e Ritrovare Serenità",Luca Daisei Hiroki,30 nov. 2025,35,Religione e spiritualità
8845929256,https://m.media-amazon.com/images/I/71p8nkhDzLL._AC_UY218_.jpg,Sette brevi lezioni di fisica,Carlo Rovelli,22 ott. 2014,6916,"Scienze, tecnologia, medicina"
B09F8HPY18,https://m.media-amazon.com/images/I/817BEEjqaYL._AC_UY218_.jpg,Lo svezzamento è vostro: Manuale pratico di autosvezzamento,Carla Pediatra,1 set. 2021,5525,"Scienze, tecnologia, medicina"
8891442011,https://m.media-amazon.com/images/I/71uNmyWyhCL._AC_UY218_.jpg,La patente di guida. Manuale teorico e quiz per l'esame. Categorie A e B e relative sottocategorie,Nando Molinari,17 feb. 2025,4748,"Scienze, tecnologia, medicina"
8893442418,https://m.media-amazon.com/images/I/61wnWjGb3FL._AC_UY218_.jpg,Il fascismo eterno,Umberto Eco,11 gen. 2018,3202,"Scienze, tecnologia, medicina"
8891836273,https://m.media-amazon.com/images/I/61ZBY-PTOPL._AC_UY218_.jpg,La fisica che ci piace,Vincenzo Schettini,11 ott. 2022,2958,"Scienze, tecnologia, medicina"
8869800679,https://m.media-amazon.com/images/I/61P2sU0bAbL._AC_UY218_.jpg,"La dieta della longevità. Dallo scienziato che ha rivoluzionato la ricerca sui meccanismi rigenerativi e invecchiamento, la dieta della longevità e minima-digiuno per vivere sani fino a 110 anni",Valter D. Longo,11 mar. 2025,2827,"Scienze, tecnologia, medicina"
8858025199,https://m.media-amazon.com/images/I/71BbeRJiMPL._AC_UY218_.jpg,La scienza delle verdure,Dario Bressanini,14 nov. 2019,2532,"Scienze, tecnologia, medicina"
8845931927,https://m.media-amazon.com/images/I/71vm+KFIXhL._AC_UY218_.jpg,L'ordine del tempo,Carlo Rovelli,25 mag. 2017,2437,"Scienze, tecnologia, medicina"
8858016025,https://m.media-amazon.com/images/I/61xWaYapZXL._AC_UY218_.jpg,La scienza della carne. La chimica della bistecca e dell'arrosto,Dario Bressanini,20 ott. 2016,2377,"Scienze, tecnologia, medicina"
8899684693,https://m.media-amazon.com/images/I/71vn--p4IUL._AC_UY218_.jpg,Il genio non esiste (e a volte è un idiota),Barbascura X,11 mar. 2020,2376,"Scienze, tecnologia, medicina"
8858043030,https://m.media-amazon.com/images/I/71J4DGXpmiL._AC_UY218_.jpg,"La scienza delle pulizie. La chimica del detersivo e della candeggina, e le bufale sul bicarbonato (Edizione italiano)",Dario Bressanini,31 ott. 2022,2342,"Scienze, tecnologia, medicina"
882275669X,https://m.media-amazon.com/images/I/61ukgGu3q+L._AC_UY218_.jpg,Cambia la tua vita con il metodo Bilanciamo. Impara a mangiare per non fare mai più una dieta!,Giulia Biondi,4 ott. 2021,2029,"Scienze, tecnologia, medicina"
8895122577,https://m.media-amazon.com/images/I/91mD10qqQ6L._AC_UY218_.jpg,Chimica Portatile: Tavola Periodica degli Elementi - Formulario - Schemi Logici di Nomenclatura. Versione Pro,A.A.V.V.,3 dic. 2022,2007,"Scienze, tecnologia, medicina"
8845935051,https://m.media-amazon.com/images/I/71SeWGsQCOL._AC_UY218_.jpg,Helgoland,Carlo Rovelli,3 set. 2020,1921,"Scienze, tecnologia, medicina"
8830901350,https://m.media-amazon.com/images/I/81onG2nMmoL._AC_UY218_.jpg,Un tesoro al piano Terra. La geologia che non ti aspetti,Andrea Moccia,28 gen. 2021,1707,"Scienze, tecnologia, medicina"
8858135814,https://m.media-amazon.com/images/I/71bJ1ZyfzuL._AC_UY218_.jpg,La nazione delle piante,Stefano Mancuso,7 mar. 2019,1581,"Scienze, tecnologia, medicina"
8830901938,https://m.media-amazon.com/images/I/71VjM1yx7oL._AC_UY218_.jpg,Manuale di meccanica per invasati di motori,Emanuele Sabatino,21 ott. 2021,1533,"Scienze, tecnologia, medicina"
8845937534,https://m.media-amazon.com/images/I/61iz9Vzc2CL._AC_UY218_.jpg,Buchi Bianchi,Carlo Rovelli,3 mar. 2023,1374,"Scienze, tecnologia, medicina"
881719073X,https://m.media-amazon.com/images/I/71bsxsxgWAL._AC_UY218_.jpg,Che cosa vi siete persi,Gerry Scotti,15 ott. 2024,1286,"Scienze, tecnologia, medicina"
