ASIN,Copertina,Titolo,Autore,Data,Recensioni,Categoria
880472434X,https://m.media-amazon.com/images/I/81A6a+gcZ0L._AC_UY218_.jpg,Le disobbedienti. Storie di sei donne che hanno cambiato l’arte,Elisabetta Rasy,19 mag. 2020,612,"Diari, biografie, memorie"
B0D9WTL3HS,https://m.media-amazon.com/images/I/61cNZ0jCxXL._AC_UY218_.jpg,Ridere con le lacrime agli occhi,Mark T. James,9 gen. 2025,605,"Diari, biografie, memorie"
8804700211,https://m.media-amazon.com/images/I/71tMJCRo1zL._AC_UY218_.jpg,"Non temete per noi, la nostra vita sarà meravigliosa",Mario Calabresi,6 giu. 2018,596,"Diari, biografie, memorie"
8804761032,https://m.media-amazon.com/images/I/71x3OqBD2GL._AC_UY218_.jpg,Ogni prigione è un'isola,Daria Bignardi,26 mar. 2024,579,"Diari, biografie, memorie"
B0D9WVQ7NS,https://m.media-amazon.com/images/I/81sarGuozzL._AC_UY218_.jpg,I gatti dal cuore d'ambra,Nilanjana Roy,13 nov. 2024,575,"Diari, biografie, memorie"
8809953649,https://m.media-amazon.com/images/I/71umU52QxKL._AC_UY218_.jpg,Il bambino che disegnava parole. Un viaggio verso l'isola della dislessia e una mappa per scoprirne i tesori,Francesca Magni,4 mag. 2022,562,"Diari, biografie, memorie"
881714293X,https://m.media-amazon.com/images/I/7161ve93AdL._AC_UY218_.jpg,Nata di luna buona,Iva Zanicchi,22 ott. 2019,547,"Diari, biografie, memorie"
8856699672,https://m.media-amazon.com/images/I/71n7eN1kLJL._AC_UY218_.jpg,"Non ci sono buone notizie. L'anno più bello di mia madre, nonostante tutto",Andrea Rizzoli,28 gen. 2025,511,"Diari, biografie, memorie"
8817119938,https://m.media-amazon.com/images/I/71k7LNzI5fL._AC_UY218_.jpg,Eravamo immortali,Manolo,14 mag. 2019,509,"Diari, biografie, memorie"
B0C2QLR5X9,https://m.media-amazon.com/images/I/91p+iiqScEL._AC_UY218_.jpg,A ciascuno il proprio Dio,Francesco Vidotto,2 mag. 2023,508,"Diari, biografie, memorie"
8806262823,https://m.media-amazon.com/images/I/61DWl6-FaoL._AC_UY218_.jpg,La bella confusione,Francesco Piccolo,17 set. 2024,505,"Diari, biografie, memorie"
8806258389,https://m.media-amazon.com/images/I/91Okr94-llL._AC_UY218_.jpg,La libreria sulla collina,Alba Donati,30 mag. 2023,499,"Diari, biografie, memorie"
8832973421,https://m.media-amazon.com/images/I/61A0hA6tb9L._AC_UY218_.jpg,Suite 200. L'ultima notte di Ayrton Senna,Giorgio Terruzzi,19 apr. 2024,486,"Diari, biografie, memorie"
8834004116,https://m.media-amazon.com/images/I/61CfreIUJ4L._AC_UY218_.jpg,Frammenti di un insegnamento sconosciuto,P. D. Uspenskij,1 nov. 1978,484,"Diari, biografie, memorie"
886836509X,https://m.media-amazon.com/images/I/71Wqy0YNPyL._AC_UY218_.jpg,I miei martedì col professore,Mitch Albom,3 mar. 2020,470,"Diari, biografie, memorie"
B0F643T3Q4,https://m.media-amazon.com/images/I/61EAXeWIK4L._AC_UY218_.jpg,Il cuore indomito delle donne,Joshilyn Jackson,18 giu. 2025,468,"Diari, biografie, memorie"
B079C3CZ95,https://m.media-amazon.com/images/I/81HrBISbMhL._AC_UY218_.jpg,Uomini che amano le piante: Storie di scienziati del mondo vegetale,Stefano Mancuso,29 gen. 2018,456,"Diari, biografie, memorie"
8817034770,https://m.media-amazon.com/images/I/51DG5Gfb15L._AC_UY218_.jpg,Persepolis. Ediz. integrale,Marjane Satrapi,10 gen. 2007,452,"Diari, biografie, memorie"
B0CDZR5YFF,https://m.media-amazon.com/images/I/61F3X6uMiCL._AC_UY218_.jpg,Quando l'automobile uccise la cavalleria,Giorgio Caponetti,5 mar. 2024,442,"Diari, biografie, memorie"
8850262140,https://m.media-amazon.com/images/I/71kz8M+fAeS._AC_UY218_.jpg,Una porta nel cielo. Un'autobiografia,Roberto Baggio,2 giu. 2021,431,"Diari, biografie, memorie"
8804780584,https://m.media-amazon.com/images/I/71mNaePznfL._AC_UY218_.jpg,Natuzza Evolo. Il miracolo di una vita,Luciano Regolo,11 mag. 2023,430,"Diari, biografie, memorie"
8863866171,https://m.media-amazon.com/images/I/71CoGyA0Q2L._AC_UY218_.jpg,"Morendo ho ritrovato me stessa. Viaggio dal cancro, alla premorte, alla guarigione. Nuova ediz.",Wayne W. Dyer Anita Moorjani,14 apr. 2022,430,"Diari, biografie, memorie"
8869053431,https://m.media-amazon.com/images/I/71jaWi+8FtL._AC_UY218_.jpg,Il diritto di contare,Margot Lee Shetterly,26 apr. 2018,428,"Diari, biografie, memorie"
B07HQ9KPGZ,https://m.media-amazon.com/images/I/81WL4gIs5EL._AC_UY218_.jpg,Enrico Fermi. L'ultimo uomo che sapeva tutto,David Schwartz,15 ott. 2018,427,"Diari, biografie, memorie"
8851184216,https://m.media-amazon.com/images/I/616k6CKct6L._AC_UY218_.jpg,"La felicità non sta mai ferma. Storia di Leo, il mio bambino ribelle",Chiara Garbarino,3 nov. 2020,421,"Diari, biografie, memorie"
8828214899,https://m.media-amazon.com/images/I/61MrUsPLhbL._AC_UY218_.jpg,I nove doni. Sulla via della felicità,Giovanni Allevi,10 set. 2024,416,"Diari, biografie, memorie"
8891845078,https://m.media-amazon.com/images/I/71KZwxgOR2L._AC_UY218_.jpg,"Posso fare una foto al tuo cane? Storie di amore, resilienza, complicità",Doggodaiily Navid Tarazi,21 ott. 2025,415,"Diari, biografie, memorie"
8891832936,https://m.media-amazon.com/images/I/61c-8hrhgKL._AC_UY218_.jpg,"Il grande libro dei Pooh. La storia, le canzoni, le immagini. Il libro ufficiale",Andrea Pedrinelli,2 nov. 2021,407,"Diari, biografie, memorie"
8804683228,https://m.media-amazon.com/images/I/6103gCOm+ML._AC_UY218_.jpg,Cosa tiene accese le stelle. Storie di italiani che non hanno mai smesso di credere nel futuro,Mario Calabresi,28 nov. 2017,400,"Diari, biografie, memorie"
8820067331,https://m.media-amazon.com/images/I/61mrlb0JSwL._AC_UY218_.jpg,È molto semplice,Massimiliano Allegri,9 apr. 2019,393,"Diari, biografie, memorie"
880472448X,https://m.media-amazon.com/images/I/61DJ8bC2lVL._AC_UY218_.jpg,Volevo essere una farfalla. Come l'anoressia mi ha insegnato a vivere,Michela Marzano,20 nov. 2019,380,"Diari, biografie, memorie"
B09Q3F132H,https://m.media-amazon.com/images/I/61A8LERZS7L._AC_UY218_.jpg,Vita avventurosa di Sant'Agostino: L'avventurosa vita di Sant'Agostino,Louis De Wohl,25 gen. 2022,371,"Diari, biografie, memorie"
8817193410,https://m.media-amazon.com/images/I/514vlcMjBFL._AC_UY218_.jpg,"Dynasty. Dagli Agnelli ai Del Vecchio, dai Benetton ai De Benedetti: il crollo delle dinastie dei potenti",Mario Giordano,11 mar. 2025,370,"Diari, biografie, memorie"
8891839639,https://m.media-amazon.com/images/I/61R3uKvgHeL._AC_UY218_.jpg,Manipolatori. Le catene invisibili della dipendenza psicologica,Elisa De Marco,21 nov. 2023,366,"Diari, biografie, memorie"
8817148377,https://m.media-amazon.com/images/I/71tL9E-JPWL._AC_UY218_.jpg,"Velocità, fango, gloria. La mia vita per il motocross. Ediz. ampliata",Antonio Cairoli,30 mar. 2021,364,"Diari, biografie, memorie"
8833142825,https://m.media-amazon.com/images/I/71p5Wjk36HL._AC_UY218_.jpg,Pinguini Tattici Nucleari a fumetti. Nuova ediz.: Vol.,PINGUINI TATTICI NUCLEARI,28 nov. 2023,350,"Diari, biografie, memorie"
B0DL4FQMJY,https://m.media-amazon.com/images/I/71EzlurdlgL._AC_UY218_.jpg,Noi oltre il buio: Come un cane cieco ci ha cambiato la vita,Marley Supercane Nelli Carlotta,24 ott. 2024,338,"Diari, biografie, memorie"
B0FFN8WT6Z,https://m.media-amazon.com/images/I/71F3jxAl6GL._AC_UY218_.jpg,Le Sorelle Fontana. Il coraggio cucito a mano: Cucivano abiti. Ma stavano ricucendo la loro vita.,Mary Chiaromonte,27 giu. 2025,334,"Diari, biografie, memorie"
8804726806,https://m.media-amazon.com/images/I/61tSNdm3QwL._AC_UY218_.jpg,Che cos'è il cristianesimo. Quasi un testamento spirituale,Benedetto XVI,12 gen. 2023,327,"Diari, biografie, memorie"
8830905259,https://m.media-amazon.com/images/I/81SWQT+V-9L._AC_UY218_.jpg,America Delight,Giuliana Arcarese,20 giu. 2025,325,"Diari, biografie, memorie"
8822779908,https://m.media-amazon.com/images/I/71YNcmT0uFL._AC_UY218_.jpg,"Booklover. Diario di lettura. Per ricordare tutti i libri letti, da leggere, le recensioni e molto altro!",Felicia Kingsley,14 nov. 2023,324,"Diari, biografie, memorie"
8831431757,https://m.media-amazon.com/images/I/61OYssgwgWL._AC_UY218_.jpg,E ti vengo a cercare. Voli imprevedibili ed ascese velocissime di Franco Battiato,Andrea Scanzi,12 mag. 2022,321,"Diari, biografie, memorie"
8804749083,https://m.media-amazon.com/images/I/61E1Ui8ockL._AC_UY218_.jpg,La traiettoria,Alessandro Benetton,10 mag. 2022,318,"Diari, biografie, memorie"
8807887665,https://m.media-amazon.com/images/I/71ByM+v9PJL._AC_UY218_.jpg,Non per un dio ma nemmeno per gioco. Vita di Fabrizio De André,Luigi Viva,14 gen. 2016,317,"Diari, biografie, memorie"
B0C37BT2KY,https://m.media-amazon.com/images/I/81zEfldap1L._AC_UY218_.jpg,Educazione indiana,Ram Pace,11 mag. 2023,306,"Diari, biografie, memorie"
B0CJFXJFMF,https://m.media-amazon.com/images/I/81WNfo5xioL._AC_UY218_.jpg,Renditi utile: Sette regole per cambiare la tua vita,Arnold Schwarzenegger,10 ott. 2023,306,"Diari, biografie, memorie"
B0DLXQ95SP,https://m.media-amazon.com/images/I/71G9ByHRaOL._AC_UY218_.jpg,Storia di una brava ragazza,Arianna Farinelli,21 gen. 2025,306,"Diari, biografie, memorie"
8804798300,https://m.media-amazon.com/images/I/61g5gUX7QAL._AC_UY218_.jpg,L'acqua è più profonda di come sembra da sopra,Fedez,21 ott. 2025,305,"Diari, biografie, memorie"
8811687950,https://m.media-amazon.com/images/I/61RDsEOdOpL._AC_UY218_.jpg,Chi non muore si rivede. Il mio viaggio di fede e allegria tra il dolore e la vita,Alberto Maggi,10 feb. 2023,304,"Diari, biografie, memorie"
8898220294,https://m.media-amazon.com/images/I/71EX2UfKq5L._AC_UY218_.jpg,Adriano Olivetti. La biografia,Valerio Ochetto,8 lug. 2015,303,"Diari, biografie, memorie"
B01FGSLQYO,https://m.media-amazon.com/images/I/81WsamnLc8L._AC_UY218_.jpg,"Io, Agamennone: Gli eroi di Omero (Einaudi tascabili. Saggi)",Giulio Guidorizzi,13 mag. 2016,302,"Diari, biografie, memorie"
8868366223,https://m.media-amazon.com/images/I/71ROlgmHaYL._AC_UY218_.jpg,Negli occhi dello sciamano,Hernàn Huarache Mamani,2 lug. 2021,297,"Diari, biografie, memorie"
8804800534,https://m.media-amazon.com/images/I/7137L9mSovL._AC_UY218_.jpg,Vi avverto che vivo per l'ultima volta. Noi e Anna Achmatova,Paolo Nori,10 giu. 2025,296,"Diari, biografie, memorie"
8804738146,https://m.media-amazon.com/images/I/71TPWn05T8L._AC_UY218_.jpg,Storie della buonanotte per bambine ribelli. 100 donne italiane straordinarie,Elena Favilli,2 nov. 2021,286,"Diari, biografie, memorie"
8831431218,https://m.media-amazon.com/images/I/71-cBIojiaL._AC_UY218_.jpg,E pensare che c'era Giorgio Gaber,Andrea Scanzi,29 nov. 2022,270,"Diari, biografie, memorie"
8867225308,https://m.media-amazon.com/images/I/61UN-OMXVRL._AC_UY218_.jpg,Chanel. Sfilate. Tutte le collezioni. Ediz. a colori,Patrick Mauriès,8 ott. 2020,269,"Diari, biografie, memorie"
8804742941,https://m.media-amazon.com/images/I/717XRqmE1iL._AC_UY218_.jpg,Storie che vi devo raccontare. La mia avventura umana,Kabir Bedi,19 ott. 2021,268,"Diari, biografie, memorie"
8876185534,https://m.media-amazon.com/images/I/61BvM4I6IdL._AC_UY218_.jpg,LMVDM. La mia vita disegnata male. Ediz. deluxe,Gipi,10 dic. 2020,264,"Diari, biografie, memorie"
8820080877,https://m.media-amazon.com/images/I/61Fk6QhhAXL._AC_UY218_.jpg,Prada. Una storia di famiglia,Tommaso Ebhardt,12 nov. 2024,262,"Diari, biografie, memorie"
8841252642,https://m.media-amazon.com/images/I/61fFxkr3aXL._AC_UY218_.jpg,"Io sono la grondaia: Diari, lettere, riflessioni",Gustavo Adolfo Rol,16 mar. 2022,262,"Diari, biografie, memorie"
B077VSJ2M4,https://m.media-amazon.com/images/I/8121eP-mg7L._AC_UY218_.jpg,La lingua salvata: Storia di una giovinezza,Elias Canetti,7 dic. 2017,259,"Diari, biografie, memorie"
8811016436,https://m.media-amazon.com/images/I/61FvAxSFK-L._AC_UY218_.jpg,La verità è un fuoco,Agnese Pini,20 mag. 2025,255,"Diari, biografie, memorie"
B0CKPQ8T44,https://m.media-amazon.com/images/I/51QuMJe8EDL._AC_UY218_.jpg,Il fabbricamomenti - Per coppie: 110 attività da scoprire insieme,Adventure love,5 ott. 2023,254,"Diari, biografie, memorie"
B076SJWMX7,https://m.media-amazon.com/images/I/9157hCw1YfL._AC_UY218_.jpg,Leonardo da Vinci,Walter Isaacson,7 nov. 2017,252,"Diari, biografie, memorie"
8858131029,https://m.media-amazon.com/images/I/71xEiEb3zVL._AC_UY218_.jpg,Francesco d'Assisi. La storia negata,Chiara Mercuri,22 feb. 2018,251,"Diari, biografie, memorie"
8817049972,https://m.media-amazon.com/images/I/71iWlWyQytL._AC_UY218_.jpg,The game. La bibbia dell'artista del rim,Neil Strauss,8 giu. 2011,250,"Diari, biografie, memorie"
8849886969,https://m.media-amazon.com/images/I/61DQRYFV0yL._AC_UY218_.jpg,Il garbuglio di Garlasco. Un perfetto colpevole e l'ostinata ricerca della verità. Nuova ediz.,Gabriella Ambrosio,24 ott. 2025,250,"Diari, biografie, memorie"
8891842869,https://m.media-amazon.com/images/I/814QxMG7p0L._AC_UY218_.jpg,Per sempre,Geolier,19 nov. 2024,249,"Diari, biografie, memorie"
B0BLGP598C,https://m.media-amazon.com/images/I/71ZrycupxlL._AC_UY218_.jpg,CRIMINOLOGIA: Un viaggio nella psicologia criminale alla scoperta del criminal profiling. Scopri le tecniche investigative che hanno permesso di assicurare alla giustizia decine di serial killer,Roberto Bianchi,4 nov. 2022,249,"Diari, biografie, memorie"
8804785780,https://m.media-amazon.com/images/I/71qZ3RCMfML._AC_UY218_.jpg,Le mie gioie terribili. Storia della mia vita,Enzo Ferrari,20 nov. 2023,245,"Diari, biografie, memorie"
880478329X,https://m.media-amazon.com/images/I/61VMUnYkbJL._AC_UY218_.jpg,Chiudo la porta e urlo,Paolo Nori,12 nov. 2024,243,"Diari, biografie, memorie"
B0CR12DY1K,https://m.media-amazon.com/images/I/71+pEZbW-8L._AC_UY218_.jpg,Il Creamomenti: 110 Attività per creare ricordi indelebili,Inkspiration Note,23 dic. 2023,240,"Diari, biografie, memorie"
8884042992,https://m.media-amazon.com/images/I/71SFdpHznEL._AC_UY218_.jpg,Racconti di un pellegrino russo,Serafino Tognetti,16 mar. 2017,239,"Diari, biografie, memorie"
8808066274,https://m.media-amazon.com/images/I/91w+aA3t6vL._AC_UY218_.jpg,«Sta scherzando Mr. Feynman!» Vita e avventure di uno scienziato curioso,Richard P. Feynman,15 ott. 2007,233,"Diari, biografie, memorie"
8821593037,https://m.media-amazon.com/images/I/71IgK86su8L._AC_UY218_.jpg,"Quello che non ho mai detto. Io, il mio autismo e ciò in cui credo",Federico De Rosa,11 set. 2014,232,"Diari, biografie, memorie"
8804791039,https://m.media-amazon.com/images/I/711JMOnFRgL._AC_UY218_.jpg,"Cadere, rialzarsi, cadere, rialzarsi",Gianluigi Buffon,19 nov. 2024,231,"Diari, biografie, memorie"
884208476X,https://m.media-amazon.com/images/I/6180FizZmOL._AC_UY218_.jpg,Michelangelo. Una vita inquieta,Antonio Forcellino,15 nov. 2007,231,"Diari, biografie, memorie"
1792132344,https://m.media-amazon.com/images/I/51SNcMl9fQL._AC_UY218_.jpg,All'Inferno e Ritorno: 36 anni senza libertà,Giampaolo Manca,24 dic. 2018,223,"Diari, biografie, memorie"
880467587X,https://m.media-amazon.com/images/I/61o0xAiTOhL._AC_UY218_.jpg,Sotto le ciglia chissà. I diari,Fabrizio De André,4 dic. 2018,211,"Diari, biografie, memorie"
8867833669,https://m.media-amazon.com/images/I/81RR5QS3NZL._AC_UY218_.jpg,Pyongyang blues. Nuova ediz.,Carla Vitantonio,26 ott. 2022,209,"Diari, biografie, memorie"
8892880047,https://m.media-amazon.com/images/I/712fX6tRq1L._AC_UY218_.jpg,"Moonwalk. L'unica e sola autobiografia, la sua vita nelle sue parole",Michael Jackson,12 nov. 2020,208,"Diari, biografie, memorie"
B0FRJRDSVX,https://m.media-amazon.com/images/I/71q2072RYqL._AC_UY218_.jpg,Verranno a chiederti di Fabrizio De André. Ritratto d'amore di un poeta eterno,Andrea Scanzi,20 nov. 2025,204,"Diari, biografie, memorie"
B0C7LMYQLK,https://m.media-amazon.com/images/I/71a02QLr65L._AC_UY218_.jpg,"Cannoli siciliani: Mare, amore e altre cose buone",Roberta Corradin,14 giu. 2023,199,"Diari, biografie, memorie"
B082HYY3PH,https://m.media-amazon.com/images/I/81Dgwq+mgxS._AC_UY218_.jpg,Acid for the children: L'autobiografia del bassista dei Red Hot Chili Peppers,Flea,20 mag. 2021,194,"Diari, biografie, memorie"
B0C482Z5M4,https://m.media-amazon.com/images/I/61hWAIZKafL._AC_UY218_.jpg,Lucio Battisti. Il genio invisibile,Andrea Scanzi,27 giu. 2023,194,"Diari, biografie, memorie"
8817178373,https://m.media-amazon.com/images/I/71joJNhX5HL._AC_UY218_.jpg,Gabriele D'Annunzio. La vita come opera d'arte,Giordano Bruno Guerri,18 apr. 2023,193,"Diari, biografie, memorie"
8830900516,https://m.media-amazon.com/images/I/61vDGlWsGwL._AC_UY218_.jpg,Alda Merini. L'eroina del caos,Annarita Briganti,24 ott. 2019,192,"Diari, biografie, memorie"
8891842591,https://m.media-amazon.com/images/I/716UaKYs1UL._AC_UY218_.jpg,Sopravvissuti. Storie di chi non si arrende,Elisa De Marco,12 nov. 2024,177,"Diari, biografie, memorie"
8845298515,https://m.media-amazon.com/images/I/812MbDtbtiL._AC_UY218_.jpg,"La casta dei casti: I preti, il sesso e l'amore",Marco Marzano,27 gen. 2021,176,"Diari, biografie, memorie"
B08Y6QPDLR,https://m.media-amazon.com/images/I/61y-fDmjzYL._AC_UY218_.jpg,Come io vedo il mondo,Albert Einstein,4 mar. 2021,176,"Diari, biografie, memorie"
8806272527,https://m.media-amazon.com/images/I/71uy+HgYCJL._AC_UY218_.jpg,Pietro. Un uomo nel vento,Roberto Benigni,11 dic. 2025,175,"Diari, biografie, memorie"
8842225673,https://m.media-amazon.com/images/I/615lW3Ez9+L._AC_UY218_.jpg,"Una passione smodata. Giorgina Siviero racconta 50 anni di moda, lusso e arte",Giorgina Siviero,6 dic. 2022,173,"Diari, biografie, memorie"
8891841714,https://m.media-amazon.com/images/I/61VHkeXMTpL._AC_UY218_.jpg,Sottopelle,Salmo,5 nov. 2024,173,"Diari, biografie, memorie"
B00MDZQTJ6,https://m.media-amazon.com/images/I/81JXKnTGK2L._AC_UY218_.jpg,Il castello interiore. Di Teresa d'Avila (Lux Vita),Teresa D'Avila,26 set. 2013,166,"Diari, biografie, memorie"
8817184985,https://m.media-amazon.com/images/I/61iiYgTAXHL._AC_UY218_.jpg,Diventa ciò che sei. Come raggiungere i propri obiettivi scegliendo di fare ciò che ci rende felici,Andrea Presti,15 ott. 2024,165,"Diari, biografie, memorie"
8849847963,https://m.media-amazon.com/images/I/71H97ZtWIpL._AC_UY218_.jpg,I lupi e gli agnelli. Ombre e misteri della famiglia più potente d'Italia,Gigi Moncalvo,25 mag. 2016,160,"Diari, biografie, memorie"
8806257161,https://m.media-amazon.com/images/I/71m5L9LOesL._AC_UY218_.jpg,Il cuore è un guazzabuglio. Vita e capolavoro del rivoluzionario Manzoni,Eleonora Mazzoni,11 apr. 2023,158,"Diari, biografie, memorie"
3911688199,https://m.media-amazon.com/images/I/714rf96erdL._AC_UY218_.jpg,"Calendario dell’Avvento Escape Room 2025: 24 enigmi e rompicapi fino a Natale (logica, ingegno e divertimento) per un’Avvento magico",Davide Greco,9 ott. 2025,156,"Diari, biografie, memorie"
B076JBH1BC,https://m.media-amazon.com/images/I/91b5zQwJJKS._AC_UY218_.jpg,Imperdonabili: Cento ritratti di maestri sconvenienti,Marcello Veneziani,2 nov. 2017,153,"Diari, biografie, memorie"
8893906139,https://m.media-amazon.com/images/I/610fXZ8uZyL._AC_UY218_.jpg,"Ansia, panico e altri amici. Quaderno da colorare per farsela passare: Vol. 1",Cecilia Cantarano,18 giu. 2024,153,"Diari, biografie, memorie"
8829791881,https://m.media-amazon.com/images/I/719Owz-0j1L._AC_UY218_.jpg,Volevo un tè al limone. La mia vita da bipolare,Fabio Macaluso,19 set. 2025,150,"Diari, biografie, memorie"
B08XFMTM1W,https://m.media-amazon.com/images/I/61Dby8a3wnL._AC_UY218_.jpg,"Papà: La tua vita, i ricordi. Le nostre radici",Piccoli Grandi,23 feb. 2021,149,"Diari, biografie, memorie"
8855448196,https://m.media-amazon.com/images/I/61DyH3PW34L._AC_UY218_.jpg,Diario di una sciamana. Il cammino segreto di una monaca guerriera,Selene Calloni Williams,16 set. 2025,145,"Diari, biografie, memorie"
B0FF9CTD1V,https://m.media-amazon.com/images/I/61w4geK4ilL._AC_UY218_.jpg,ORIANA FALLACI Aveva ragione la Strega!,Antonio Nobili,23 giu. 2025,145,"Diari, biografie, memorie"
8811010691,https://m.media-amazon.com/images/I/51GNY4zoqbL._AC_UY218_.jpg,La gioia di danzare,Nicoletta Manni,31 ott. 2023,145,"Diari, biografie, memorie"
8830900648,https://m.media-amazon.com/images/I/71iFTj9jnYL._AC_UY218_.jpg,Niki Lauda. Il campione che ha vinto anche la paura,Pino Casamassima,12 giu. 2019,144,"Diari, biografie, memorie"
B0863R14Z7,https://m.media-amazon.com/images/I/81wXoaqhfWL._AC_UY218_.jpg,Le cose che non ho detto,Azar Nafisi,26 mar. 2020,140,"Diari, biografie, memorie"
883046113X,https://m.media-amazon.com/images/I/61oyIBDONoL._AC_UY218_.jpg,Enzo Ferrari. Un eroe italiano. Nuova ediz.,Leo Turrini,24 nov. 2023,139,"Diari, biografie, memorie"
881718487X,https://m.media-amazon.com/images/I/611j6W0k2uL._AC_UY218_.jpg,Abbuffamore. Diario di un disturbo alimentare,Luna Pagnin,18 giu. 2024,139,"Diari, biografie, memorie"
8804799838,https://m.media-amazon.com/images/I/31BmVP6lkFL._AC_UY218_.jpg,All'essenza,Franco Battiato,18 mar. 2025,137,"Diari, biografie, memorie"
8892883291,https://m.media-amazon.com/images/I/815LbhvKuJL._AC_UY218_.jpg,"Ultimo: una voce, mille storie. Un'anima ribelle che ha conquistato milioni di cuori",Patrizia De Rossi,11 lug. 2025,135,"Diari, biografie, memorie"
8891836710,https://m.media-amazon.com/images/I/71oOIW+L4XL._AC_UY218_.jpg,Per amore. Ediz. illustrata,Giorgio Armani,22 nov. 2022,134,"Diari, biografie, memorie"
8891845620,https://m.media-amazon.com/images/I/614s8qiPNEL._AC_UY218_.jpg,Finché tutto splende. Il romanzo delle sorelle Necchi,Lucia Cimini,23 set. 2025,127,"Diari, biografie, memorie"
8884043018,https://m.media-amazon.com/images/I/617Y+BXolhL._AC_UY218_.jpg,"Santa Gemma Galgani. Vi parlo di Me. Autobiografia, diario, epistolario",Galgani Gemma,1 gen. 2014,127,"Diari, biografie, memorie"
8862888643,https://m.media-amazon.com/images/I/71w7PZYc-5L._AC_UY218_.jpg,Donne senza paura. Vite coraggiose per i diritti e la parità di genere,Danilo Sacco,23 feb. 2024,126,"Diari, biografie, memorie"
8828218169,https://m.media-amazon.com/images/I/61saer3UIuL._AC_UY218_.jpg,Le italiane. Un ritratto dell'Italia al femminile. Nuova ediz.,Aldo Cazzullo,14 ott. 2025,121,"Diari, biografie, memorie"
8827010408,https://m.media-amazon.com/images/I/61Z9MNHscTL._AC_UY218_.jpg,Piccoli passi possibili. Chiara Corbella Petrillo: la parola ai testimoni,Aa.VV.,1 gen. 2018,121,"Diari, biografie, memorie"
8858050428,https://m.media-amazon.com/images/I/61K3pwOf7cL._AC_UY218_.jpg,"Una vita healthy. Le mie ricette, la mia storia",Giuseppe Maiello,4 giu. 2024,120,"Diari, biografie, memorie"
1952568811,https://m.media-amazon.com/images/I/51gBQI-cJcL._AC_UY218_.jpg,"Raccontami la storia della tua vita, papà: Libro regalo con diario guidato e ricordi da custodire del papà",Questions About Me,15 dic. 2023,119,"Diari, biografie, memorie"
8860442923,https://m.media-amazon.com/images/I/71j3VJnB6HL._AC_UY218_.jpg,Io sono El Diego,Diego Armando Maradona,19 lug. 2012,118,"Diari, biografie, memorie"
886559358X,https://m.media-amazon.com/images/I/615R2q4KtdL._AC_UY218_.jpg,La scrittrice abita qui,Sandra Petrignani,29 set. 2016,118,"Diari, biografie, memorie"
8817181722,https://m.media-amazon.com/images/I/613Cc6zxRkL._AC_UY218_.jpg,Yellow,"Andrea ""Alfa"" De Filippi",24 ott. 2023,116,"Diari, biografie, memorie"
8820083272,https://m.media-amazon.com/images/I/71bpx6pz9sL._AC_UY218_.jpg,"La mercante di Brera. Una storia di ribellione, talento e passione",Roberta Tagliavini,7 ott. 2025,114,"Diari, biografie, memorie"
8858143876,https://m.media-amazon.com/images/I/81U4bIFwE6L._AC_UY218_.jpg,Eugenio Cefis. Una storia italiana di potere e misteri,Paolo Morando,10 apr. 2021,113,"Diari, biografie, memorie"
B00GRHIF5M,https://m.media-amazon.com/images/I/81cL8TQABTL._AC_UY218_.jpg,Francesco d'Assisi,Hermann Hesse,1 ott. 2013,112,"Diari, biografie, memorie"
8806268376,https://m.media-amazon.com/images/I/61aM62GlIHL._AC_UY218_.jpg,La musica per me,Corrado Augias,6 mag. 2025,109,"Diari, biografie, memorie"
B0CDZVVCMS,https://m.media-amazon.com/images/I/614I4FVmw5L._AC_UY218_.jpg,"Le sorelle di Mozart. Storie di interpreti dimenticate, compositrici geniali e musiciste ribelli",Beatrice Venezi,19 mar. 2024,108,"Diari, biografie, memorie"
8807493276,https://m.media-amazon.com/images/I/81mlTy-sspL._AC_UY218_.jpg,Pasolini. Il fantasma dell'origine,Massimo Recalcati,3 mar. 2022,108,"Diari, biografie, memorie"
8806260014,https://m.media-amazon.com/images/I/71fdGm-GrXL._AC_UY218_.jpg,Vita di un uomo: Francesco d'Assisi,Chiara Frugoni,21 ott. 2022,104,"Diari, biografie, memorie"
8891841005,https://m.media-amazon.com/images/I/71GzKdo6RDL._AC_UY218_.jpg,A cavallo di un sogno,Nicole Cereseto,14 mag. 2024,103,"Diari, biografie, memorie"
881716593X,https://m.media-amazon.com/images/I/81yXvuF-JgL._AC_UY218_.jpg,Vita,Vittorio Alfieri,9 apr. 1987,102,"Diari, biografie, memorie"
1952568668,https://m.media-amazon.com/images/I/51J93sPDmkL._AC_UY218_.jpg,"Raccontami la storia della tua vita, mamma: Libro regalo con diario guidato e ricordi da custodire della mamma",Questions About Me,15 dic. 2023,100,"Diari, biografie, memorie"
8804797177,https://m.media-amazon.com/images/I/61XOlQu+NmL._AC_UY218_.jpg,"Più magri, più sani, più vitali. Come ho perso 5 chili e ritrovato entusiasmo ed energie",Rosanna Lambertucci,12 nov. 2024,100,"Diari, biografie, memorie"
B0DGJHK77Q,https://m.media-amazon.com/images/I/61c+D+AoOkL._AC_UY218_.jpg,Volevo essere Robin. Il mio viaggio fino a qui,Giampaolo Ricci,18 mar. 2025,98,"Diari, biografie, memorie"
