Data,Titolo,Descrizione_Completa,Ospiti,Immagine,Link
07/05/2026,Giuria dei David di Donatello: in effetti un ‘circoletto’ c’è!,"Così nasce la 'congregazione': l'elenco dei giurati comprende tutti i Candidati e Vincitori che hanno pagato la loro quota annuale. Tra questi, indovinate chi c'è?",N/d,https://www.davidemaggio.it/app/uploads/2026/05/David-di-Donatello-2026-Miglior-Sceneggiatura-Originale.jpg,https://www.davidemaggio.it/david-di-donatello/giuria-dei-david-di-donatello-in-effetti-un-circoletto-ce
07/05/2026,"Dritto e Rovescio, il caso Garlasco al centro del talk",Spazio anche al caso di Nessy Guerra e all'inchiesta sulle escort di lusso e la movida milanese. Ecco le anticipazioni del 7 maggio 2026,N/d,https://www.davidemaggio.it/app/uploads/2025/09/Paolo-Del-Debbio-Dritto-e-Rovescio-1024x682.jpeg,https://www.davidemaggio.it/dritto-e-rovescio/dritto-e-rovescio-il-caso-garlasco-al-centro-del-talk
07/05/2026,"Piazzapulita, la visita di Marco Rubio dal Papa al centro della puntata",Focus sulle proteste alla Biennale di Venezia e sul viaggio della Flotilla verso Gaza. Michele Santoro tra gli ospiti,N/D,https://www.davidemaggio.it/app/uploads/2026/02/Corrado-Formigli-5-1024x576.jpg,https://www.davidemaggio.it/piazzapulita/piazzapulita-la-visita-di-marco-rubio-dal-papa-al-centro-della-puntata
07/05/2026,Le Iene rispondono alle accuse di Chiara Ingrosso sul caso Garlasco,Spazio anche al caso Pierina Paganelli e alla strage di Erba. Arisa ospite in studio,Arisa,https://www.davidemaggio.it/app/uploads/2025/09/Le-Iene-Veronica-Gentili-e-Max-Angioni-1024x682.jpg,https://www.davidemaggio.it/le-iene/le-iene-rispondono-alle-accuse-di-chiara-ingrosso-sul-caso-garlasco
07/05/2026,Francesco De Carlo stasera a Splendida Cornice,"Dopo l'ospitata da Jimmy Fallon, il comico italiano atteso da Geppi Cucciari. Tra gli ospiti anche l'attore internazionale Willem Dafoe",N/D,https://www.davidemaggio.it/app/uploads/2026/04/Francesco-De-Carlo-Tonight-Show.jpg,https://www.davidemaggio.it/splendida-cornice/francesco-de-carlo-stasera-a-splendida-cornice
07/05/2026,Ore 14 si ferma per il Giro d’Italia e non torna. Appuntamento a settembre,"A differenza dello scorso anno, il programma del pomeriggio di Rai 2 non ci sarà una volta terminata la corsa di ciclismo. A proseguire è Ore 14 Sera",N/D,https://www.davidemaggio.it/app/uploads/2026/05/Milo-Infante-Ore-14.jpg,https://www.davidemaggio.it/ore-14-rai/ore-14-si-ferma-per-il-giro-ditalia-e-non-torna-appuntamento-a-settembre
07/05/2026,Il Ministro Nordio denuncia Mediaset e Bianca Berlinguer,Il Ministro della Giustizia ha deciso di avviare un'azione risarcitoria dopo quanto accaduto con Sigfrido Ranucci a È Sempre Cartabianca,N/D,https://www.davidemaggio.it/app/uploads/2025/11/Carlo-Nordio-1024x683.jpeg,https://www.davidemaggio.it/e-sempre-cartabianca/il-ministro-nordio-denuncia-mediaset-e-bianca-berlinguer
07/05/2026,"David di Donatello 2026, tutti i vincitori","Trionfa ""Le Città di Pianura"" di Francesco Sossai. Miglior attore protagonista Sergio Romano, Miglior attrice protagonista Aurora Quattrocchi",N/D,https://www.davidemaggio.it/app/uploads/2026/05/Aurora-Quattrocchi-e1778106755629.jpg,https://www.davidemaggio.it/david-di-donatello/david-di-donatello-2026-tutti-i-vincitori
07/05/2026,"David di Donatello, a mai più in TV!",Flavio Insinna dà il colpo di grazia a uno spettacolo da cancellare,N/D,https://www.davidemaggio.it/app/uploads/2026/05/Flavio-Insinna.jpg,https://www.davidemaggio.it/recensioni/david-di-donatello-2026-a-mai-piu-in-tv
06/05/2026,Indovina Chi Viene a Cena saluta il sabato e passa al martedì di Rai 3,"Dal 12 maggio, in prima serata su Rai 3, la nuova edizione del programma di Sabrina Giannini",N/D,https://www.davidemaggio.it/app/uploads/2026/05/Sabrina-Giannini.jpg,https://www.davidemaggio.it/indovina-chi-viene-a-cena/indovina-chi-viene-a-cena-saluta-il-sabato-e-passa-al-martedi
06/05/2026,Faccia a faccia tra Calenda e Vannacci a Realpolitik,Prevista un'ampia pagina sul caso Garlasco. Ecco le anticipazioni del 6 maggio 2026,N/D,https://www.davidemaggio.it/app/uploads/2026/05/Roberto-Vannacci-e-Carlo-Calenda.jpg,https://www.davidemaggio.it/realpolitik/faccia-a-faccia-tra-calenda-e-vannacci-a-realpolitik
06/05/2026,Il caso Garlasco al centro di Chi l’ha Visto,"Spazio al caso delle avvelenate di Campobasso e al caso di Pamela Genini. Ecco le anticipazioni di stasera, 6 maggio 2026",N/D,https://www.davidemaggio.it/app/uploads/2025/06/Federica-Sciarelli-Chi-lha-visto-1024x576.webp,https://www.davidemaggio.it/chi-l-ha-visto/il-caso-garlasco-al-centro-di-chi-lha-visto
06/05/2026,"Battiti Live Spring, il cast della seconda puntata","Sul palco di Ferrara arrivano anche Samurai Jay, Fedez, The Kolors ed Elettra Lamborghini",N/D,https://www.davidemaggio.it/app/uploads/2026/05/Alvin-e-Michelle-Hunziker.jpg,https://www.davidemaggio.it/battiti-live/battiti-live-spring-il-cast-della-seconda-puntata
06/05/2026,"Uno Bianca, la Procura di Bologna vuole sentire Roberto Savi dopo l’intervista a Belve Crime","""Siamo contenti che il nostro lavoro giornalistico possa offrire un contributo utile all’accertamento della verità"", commenta Francesca Fagnani",N/D,https://www.davidemaggio.it/app/uploads/2026/05/Roberto-Savi.jpg,https://www.davidemaggio.it/belve/uno-bianca-la-procura-di-bologna-vuole-sentire-roberto-savi-dopo-lintervista-a-belve-crime
05/05/2026,"Grande Fratello Vip 2026, diretta quattordicesima puntata: Alessandra Mussolini è la seconda finalista",A darle il verdetto positivo la 'rivale' Antonella Elia. Ecco tutti i video e la cronaca live minuto per minuto della serata,N/D,https://www.davidemaggio.it/app/uploads/2026/05/Alessandra-Mussolini-con-Ilary-Blasi-GFVIP2026.jpg,https://www.davidemaggio.it/grande-fratello/grande-fratello-vip-2026-diretta-quattordicesima-puntata-cosa-e-successo-alessandra-mussolini-seconda-finalista
05/05/2026,La vera storia di Katharina Miroslawa e il giallo di Parma,Ecco chi è la donna polacca e perché è intervistata da Francesca Fagnani a Belve Crime,N/D,https://www.davidemaggio.it/app/uploads/2026/05/Katharina-Miroslawa-e1778001246729.jpeg,https://www.davidemaggio.it/belve/la-vera-storia-di-katharina-miroslawa-e-il-giallo-di-parma
05/05/2026,"diMartedì: sondaggi, piano casa e politica estera al centro della puntata","Attesi a dibattere, fra gli altri, Massimo Giannini e Nando Pagnoncelli. Ecco le anticipazioni del 5 maggio 2026",N/D,https://www.davidemaggio.it/app/uploads/2025/10/Floris-Giovanni-diMartedi-1024x593.jpeg,https://www.davidemaggio.it/dimartedi/dimartedi-sondaggi-piano-casa-e-politica-estera-al-centro-della-puntata
05/05/2026,È Sempre Cartabianca punta su Garlasco,"Spazio anche alla fragile tregua in Medio Oriente e al piano casa. Ecco le anticipazioni di stasera, 5 maggio 2026",N/D,https://www.davidemaggio.it/app/uploads/2025/12/Bianca-Berlinguer-2-1024x576.jpg,https://www.davidemaggio.it/e-sempre-cartabianca/e-sempre-cartabianca-punta-su-garlasco
05/05/2026,"Inside, Matteo Viviani si chiede: “Ci si può abituare alla guerra?”",Uno speciale per riflettere su quanto la guerra sia diventata una realtà pervasiva,N/D,https://www.davidemaggio.it/app/uploads/2026/05/Matteo-Viviani-2000x1125.jpg,https://www.davidemaggio.it/le-iene/inside-matteo-viviani-si-chiede-ci-si-puo-abituare-alla-guerra
05/05/2026,"Grande Fratello Vip 2026, anticipazioni quattordicesima puntata: chi sarà il secondo finalista?",Live minuto per minuto dalle 21.55 in contemporanea con la messa in onda della puntata,N/D,https://www.davidemaggio.it/app/uploads/2026/05/Alessandra-e-Lucia-GFVIP2026-2000x1335.jpg,https://www.davidemaggio.it/grande-fratello/grande-fratello-vip-2026-anticipazioni-quattordicesima-puntata-chi-sara-il-secondo-finalista
05/05/2026,"Rina Bussone a Belve Crime: “Non vivo nella paura, ma se decidono che quel giorno devi morire, muori”",La donna è testimone di giustizia e accusatrice di Raul Esteban Calderon per l'omicidio di Diabolik,N/D,https://www.davidemaggio.it/app/uploads/2026/05/Francesca-Fagnani-e-Rina-Bussone95A1713-2000x1334.jpg,https://www.davidemaggio.it/belve/rina-bussone-a-belve-crime-non-vivo-nella-paura-ma-se-decidono-che-quel-giorno-devi-morire-muori
05/05/2026,"Roberto Savi a Belve Crime: “Quelli che ci hanno fatto prendere, prima ci hanno aiutato”","Il capo della banda della Uno Bianca, in carcere da 32 anni, rivela dettagli sull'organizzazione criminale e la ""copertura investigativa""",N/D,https://www.davidemaggio.it/app/uploads/2026/05/Savi-e-Fagnani.jpeg,https://www.davidemaggio.it/belve/roberto-savi-a-belve-crime-quelli-che-ci-hanno-fatto-prendere-prima-ci-hanno-aiutato
05/05/2026,La vera storia di Roberto Savi della Uno Bianca,Ecco chi è il criminale intervistato da Francesca Fagnani a Belve Crime,N/D,https://www.davidemaggio.it/app/uploads/2026/05/Roberto-Savi.jpg,https://www.davidemaggio.it/belve/la-vera-storia-di-roberto-savi-della-uno-bianca
05/05/2026,Le registrazioni di Chiara Ingrosso stasera all’ultima di FarWest,"Il programma del martedì di Rai 3 chiude con il caso Garlasco e con la verità del giornalista sull'operato della sua ex collaboratrice, che registrava l'attività della redazione",N/D,https://www.davidemaggio.it/app/uploads/2025/10/FarWest-Salvo-Sottile-1024x576.png,https://www.davidemaggio.it/farwest/le-registrazioni-di-chiara-ingrosso-stasera-allultima-di-farwest
05/05/2026,L’enorme problema estetico-reputazionale del Grande Fratello,Il GF ha un serio problema estetico: ad una parte di pubblico basta riconoscere gli elementi distintivi del programma per scappare altrove.,N/D,https://www.davidemaggio.it/app/uploads/2026/05/Ilary-Blasi-nella-casa-GF-Vip-2026-2000x1335.jpg,https://www.davidemaggio.it/grande-fratello/lenorme-problema-estetico-reputazionale-del-grande-fratello
04/05/2026,Dalla Strada al Palco resta al sabato contro Amici,"Dopo la sfida della scorsa settimana, Rai 1 schiera nuovamene il talent di Carlo Conti contro il programma di Maria De Filippi",N/D,https://www.davidemaggio.it/app/uploads/2026/04/Dalla-Strada-al-Palco-Special-1.jpg,https://www.davidemaggio.it/dalla-strada-al-palco/dalla-strada-al-palco-resta-al-sabato-contro-amici
04/05/2026,"Quarta Repubblica, il caso della grazia a Nicole Minetti al centro della puntata",Spazio alle novità sui casi Crans-Montana e Garlasco. Ecco le anticipazioni e gli ospiti del 4 maggio 2026,N/D,https://www.davidemaggio.it/app/uploads/2026/01/Nicola-Porro-3-1024x536.jpg,https://www.davidemaggio.it/quarta-repubblica/quarta-repubblica-il-caso-della-grazia-a-nicole-minetti-al-centro-della-puntata
04/05/2026,La Torre di Babele viaggia nel ‘Finimondo – Le Fabbriche della Verità’,"La nuova puntata ruota attorno a una domanda: ""Chi immagina oggi il mondo di domani?"". Walter Veltroni, Luciano Canfora e Marianna Aprile ospiti",N/D,https://www.davidemaggio.it/app/uploads/2026/01/Corrado-Augias-3-1024x576.jpg,https://www.davidemaggio.it/la-torre-di-babele/la-torre-di-babele-viaggia-nel-finimondo-le-fabbriche-della-verita
04/05/2026,Maria Chiara Giannetta co-conduttrice del GialappaShow di stasera. Carlo Conti e Luca Argentero ospiti,Edoardo Ferrario è Aldo Cazzullo in Una Giornata di Merda. Tra le guest della serata anche Giampaolo Morelli e il duo musicale Maria Antonietta e Colombre,N/D,https://www.davidemaggio.it/app/uploads/2026/05/Maria-Chiara-Giannetta-e-il-Mago-Forest-2000x1302.jpg,https://www.davidemaggio.it/gialappashow/maria-chiara-giannetta-co-conduttrice-del-gialappashow-di-stasera-carlo-conti-e-luca-argentero-ospiti
04/05/2026,Ulisse riparte ‘Sulle note di New York’,"Alberto Angela viaggia nella Grande Mela tra musica, cinema, leggende e luoghi iconici. Ecco le anticipazioni del 4 maggio 2026",N/D,https://www.davidemaggio.it/app/uploads/2026/05/Alberto-Angela-3.png,https://www.davidemaggio.it/ulisse-il-piacere-della-scoperta/ulisse-riparte-sulle-note-di-new-york
03/05/2026,"Al Bano in lacrime a Domenica In: “Romina, non ammazzarmi. Su Ylenia ho accettato la verità”","Ospite a Domenica In, il cantante ha replicato alle parole dell'ex moglie a Belve, difendendo il suo ruolo di marito e padre. Mai così commosso in televisione",N/D,https://www.davidemaggio.it/app/uploads/2026/05/Albano-Domenica-In.png,https://www.davidemaggio.it/domenica-in/al-bano-in-lacrime-a-domenica-in-romina-non-ammazzarmi-su-ylenia-ho-accettato-la-verita
03/05/2026,Pedro Almodóvar ospite a Che Tempo Che Fa,"Oltre al pluripremiato regista, saranno attesi anche Alberto Angela, Enrico Brignano, Emmanuel Carrère, Luca Parmitano e Walter Veltroni. Ecco le anticipazioni del 3 maggio 2026",N/D,https://www.davidemaggio.it/app/uploads/2026/05/Pedro-Almodovar.jpg,https://www.davidemaggio.it/che-tempo-che-fa/pedro-almodovar-ospite-a-che-tempo-che-fa
03/05/2026,"Fuori dal Coro, il tema della violenza giovanile al centro della puntata",Spazio a un nuovo capitolo dell'inchiesta sugli abusi nella Chiesa e al tema delle case occupate. Ecco le anticipazioni del 3 maggio 2026,N/D,https://www.davidemaggio.it/app/uploads/2026/02/Mario-Giordano-5-1024x576.jpg,https://www.davidemaggio.it/fuori-dal-coro/fuori-dal-coro-il-tema-della-violenza-giovanile-al-centro-della-puntata
03/05/2026,"Cucine da Incubo 12, Oasis di Peschiera Borromeo (Milano) è il terzo ristorante da salvare","Antonino Cannavacciuolo cerca di risolvere i problemi di Ismael e Julissa, proprietari di un locale all'interno di un sottomarino non molto lontano dall'aeroporto di Linate",N/D,https://www.davidemaggio.it/app/uploads/2026/05/CDI3462.jpg,https://www.davidemaggio.it/cucine-da-incubo/cucine-da-incubo-12-oasis-di-peschiera-borromeo-milano-e-il-terzo-ristorante-da-salvare
03/05/2026,"Domenica In: Serena Brancale, Al Bano e Luciana Littizzetto tra gli ospiti",Spazio agli ultimi aggiornamenti del caso Garlasco con Salvo Sottile e l'avvocato Antonio De Rensis. Ecco le anticipazioni del 3 maggio 2026,N/D,https://www.davidemaggio.it/app/uploads/2026/02/SLF_9353-2000x1333.jpg,https://www.davidemaggio.it/domenica-in/domenica-in-serena-brancale-al-bano-e-luciana-littizzetto-tra-gli-ospiti
03/05/2026,"Amici 2026, eliminati Gard e Riccardo","I giudici salvano ancora Lorenzo e condannano all'uscita i due cantanti, lasciando Anna Pettinelli senza allievi al termine della settima puntata del Serale",N/D,https://www.davidemaggio.it/app/uploads/2026/05/Riccardo-Amici-25.jpg,https://www.davidemaggio.it/amici-di-maria-de-filippi/amici-2026-eliminati-gard-e-riccardo
02/05/2026,"In Altre Parole: Gad Lerner, Maurizio Landini e Umberto Galimberti tra gli ospiti","Presenti in studio anche Tosca, Lucio Caracciolo e Carlo Rovelli. Ecco le anticipazioni del 2 maggio 2026",N/D,https://www.davidemaggio.it/app/uploads/2025/11/diMartedi-Landini-Maurizio-1024x577.jpg,https://www.davidemaggio.it/in-altre-parole/in-altre-parole-gad-lerner-maurizio-landini-e-umberto-galimberti-tra-gli-ospiti
02/05/2026,"Ciao Maschio e l’orgoglio in amore con Antonello Piroso, Manuel Casella e Alessio Viola",Nello studio di Nunzia De Girolamo torna anche Flora Canto. Ecco le anticipazioni del 2 maggio 2026,N/D,https://www.davidemaggio.it/app/uploads/2025/10/Nunzia-De-Girolamo-_-Ciao-Maschio-1024x576.webp,https://www.davidemaggio.it/ciao-maschio/ciao-maschio-e-lorgoglio-in-amore-con-antonello-piroso-manuel-casella-e-alessio-viola
02/05/2026,La rivoluzione del prime time: I Cesaroni e Roberta Valente in onda con un solo episodio dopo il lungo access,Quanto proposto mesi fa da Davide Maggio comincia a diventare realtà,N/D,https://www.davidemaggio.it/app/uploads/2026/04/Federico-Russo-Claudio-Amendola-Valentina-Bivona-e-Niccolo-Centioni-I-Cesaroni-Il-Ritorno-scaled-e1777618316677-2000x1193.jpg,https://www.davidemaggio.it/i-cesaroni/la-rivoluzione-del-prime-time-i-cesaroni-e-roberta-valente-in-onda-con-un-solo-episodio-dopo-il-lungo-access
02/05/2026,"TV Talk: Diego Bianchi, Fabrizio Biggio e Antonino Cannavacciuolo tra gli ospiti","Presenti anche i protagonisti di Roberta Valente - Notaio in Sorrento, Alessio Lapice e Maria Vera Ratti. Ecco le anticipazioni del 2 maggio 2026",N/D,https://www.davidemaggio.it/app/uploads/2026/04/CDI7615.jpg,https://www.davidemaggio.it/tv-talk/tv-talk-diego-bianchi-fabrizio-biggio-e-antonino-cannavacciuolo-tra-gli-ospiti
01/05/2026,"C’era una volta in Calabria, le ricette di Nonna Rita e Frank da oggi su Food Network",I due volti popolarissimi in Canada e Stati Uniti sbarcano in Italia per un viaggio tra sapori e ricordi di una volta. Ogni sabato alle 14.30 sul canale 33,N/D,https://www.davidemaggio.it/app/uploads/2026/04/Martedi-_189-FOTOSHOW-DEF-2000x1333.jpg,https://www.davidemaggio.it/cera-una-volta-in-calabria/cera-una-volta-in-calabria-le-ricette-di-nonna-rita-e-frank-da-oggi-su-food-network
01/05/2026,"Propaganda Live, Diego Bianchi torna con un reportage da Prato sul lavoro","Spazio ai monologhi di Andrea Pennacchi, Francesco Fanucchi e Benedetta Orlando, con l'accompagnamento musicale dei Savana Funk. Ecco le anticipazioni del 1° maggio 2026",N/D,https://www.davidemaggio.it/app/uploads/2025/08/Diego-Bianchi-Propaganda-Live--e1756467775612-1024x625.jpeg,https://www.davidemaggio.it/propaganda-live/propaganda-live-diego-bianchi-torna-con-un-reportage-da-prato-sul-lavoro
01/05/2026,La verità di Chiara Ingrosso stasera a Quarto Grado,L'ex inviata di Salvo Sottile interverrà sull'esposto da lei presentato in Procura per il caso Garlasco. Ecco le anticipazioni del 1° maggio 2026,N/D,https://www.davidemaggio.it/app/uploads/2026/04/Chiara-Ingrosso.jpg,https://www.davidemaggio.it/quarto-grado/la-verita-di-chiara-ingrosso-stasera-a-quarto-grado
30/04/2026,"Amici 2026, anticipazioni settima puntata del Serale: il ritorno di Sarah Toscano e Gaia","Tra gli ospiti anche Marco Bocci, Giulia Michelini e Carlo Amleto. Doppia eliminazione in arrivo. Ecco cosa è successo nella registrazione di oggi, in onda su Canale 5 sabato 2 maggio",N/D,https://www.davidemaggio.it/app/uploads/2026/04/MARIA-DE-FILIPPI_9262-2000x1333.jpg,https://www.davidemaggio.it/amici-di-maria-de-filippi/amici-2026-anticipazioni-settima-puntata-del-serale-il-ritorno-di-sarah-toscano-e-gaia
30/04/2026,Rai richiama Ranucci dopo le dichiarazioni su Nordio,"Per il Direttore Approfondimento, Corsini, è stata minata la credibilità del servizio pubblico. La replica del conduttore: “Nessun timore. La libertà di informazione è un diritto inalienabile”.",N/D,https://www.davidemaggio.it/app/uploads/2026/04/Sigfrido-Ranucci.png,https://www.davidemaggio.it/notizie-tv/rai-richiama-ranucci-dopo-le-dichiarazioni-su-nordio
30/04/2026,Matteo Renzi ospite a Piazzapulita,Spazio al conflitto in Iran e al caso Minetti-Nordio. Ecco le anticipazioni del 30 aprile 2026,N/D,https://www.davidemaggio.it/app/uploads/2026/04/Matteo-Renzi.jpeg,https://www.davidemaggio.it/piazzapulita/matteo-renzi-ospite-a-piazzapulita
30/04/2026,"Dritto e Rovescio, lo scenario internazionale al centro della puntata",Focus sulla tragedia di Crans-Montana e sul caso della grazia a Nicole Minetti. Ecco le anticipazioni del 30 aprile 2026,N/D,https://www.davidemaggio.it/app/uploads/2026/04/Paolo-Del-Debbio-5-2000x1333.jpg,https://www.davidemaggio.it/dritto-e-rovescio/dritto-e-rovescio-lo-scenario-internazionale-al-centro-della-puntata
30/04/2026,"Splendida Cornice, Claudia Gerini e Tosca tra gli ospiti","Attesi nel varietà culturale di Rai 3 anche Mario Tozzi, Gad Lerner, Arianna Ravelli e Terry Gilliam. Ecco le anticipazioni del 30 aprile 2026",N/D,https://www.davidemaggio.it/app/uploads/2026/01/Geppi-Cucciari-1024x576.jpg,https://www.davidemaggio.it/splendida-cornice/splendida-cornice-claudia-gerini-e-tosca-tra-gli-ospiti
30/04/2026,Olindo Romano a Le Iene,"The Kolors, Giulia Innocenzi e Giampaolo Morelli ospiti. Ecco le anticipazioni del 30 aprile 2026",N/D,https://www.davidemaggio.it/app/uploads/2026/04/Max-Andreetta-e-Olindo-Romano.png,https://www.davidemaggio.it/le-iene/olindo-romano-a-le-iene
29/04/2026,"Realpolitik: Francesco Rutelli, Angelo Bonelli e Lucia Annunziata tra gli ospiti",Focus sull'attualità politica con le polemiche sugli scontri durante i cortei del 25 aprile. Ecco le anticipazioni del 29 aprile 2026,N/D,https://www.davidemaggio.it/app/uploads/2025/09/TOMMASO-LABATE_REALPOLITIK-scaled-e1769009906557-1024x638.jpg,https://www.davidemaggio.it/realpolitik/realpolitik-francesco-rutelli-angelo-bonelli-e-lucia-annunziata-tra-gli-ospiti
29/04/2026,"Siamo Danza stasera su Rai 1 con Fiorella Mannoia, Claudio Baglioni e Dardust tra gli ospiti","La Giornata Internazionale della Danza protagonista della serata-evento da Palermo con Giuseppe Fiorello, Anna Ferzetti e Noemi. Ecco tutti gli ospiti",N/D,https://www.davidemaggio.it/app/uploads/2025/07/Fiorella-Mannoia-e1752911946213-1024x596.jpg,https://www.davidemaggio.it/programmi-tv/siamo-danza-stasera-su-rai-1-con-fiorella-mannoia-claudio-baglioni-e-dardust-tra-gli-ospiti
29/04/2026,"Chi l’ha Visto?, il mistero delle avvelenate di Campobasso al centro della puntata",Spazio anche all'omicidio di Dino Carta e al caso di Pamela Genini. Ecco le anticipazioni del 29 aprile 2026,N/D,https://www.davidemaggio.it/app/uploads/2025/10/Chi-lha-visto-Sciarelli-1024x733.jpg,https://www.davidemaggio.it/chi-l-ha-visto/chi-lha-visto-il-mistero-delle-avvelenate-di-campobasso-al-centro-della-puntata
29/04/2026,"Gino Paoli, l’ultima intervista stasera su La7","Dal sesso con la Vanoni alla lite con Dalla, il cantautore a un mese dalla sua morte è protagonista di Una Giornata Particolare",N/D,https://www.davidemaggio.it/app/uploads/2026/04/Gino-Paoli-Una-Giornata-Particolare.jpg,https://www.davidemaggio.it/una-giornata-particolare/gino-paoli-ultima-intervista-cazzullo
29/04/2026,Battiti Live Spring al via su Canale 5. Ecco il cast della prima puntata,"Sul palco di Ferrara si riunisce il podio di Sanremo 2026 con Sal Da Vinci, Sayf e Ditonellapiaga",N/D,https://www.davidemaggio.it/app/uploads/2026/03/ANNALISA_05845-2000x1336.jpg,https://www.davidemaggio.it/battiti-live/battiti-live-spring-al-via-su-canale-5-ecco-il-cast-della-prima-puntata
28/04/2026,"Grande Fratello Vip 2026, diretta tredicesima puntata: fuori Paola Caruso, in 6 al televoto per la finale",Valeria Marini saluta tutti e lascia la casa. Ecco tutti i video e la cronaca minuto per minuto della serata,N/D,https://www.davidemaggio.it/app/uploads/2026/04/Valeria-Marini-GF-Vip-2026-2000x1335.jpg,https://www.davidemaggio.it/grande-fratello/grande-fratello-vip-2026-diretta-tredicesima-puntata-eliminata-paola-caruso-nominati-cosa-e-successo
28/04/2026,Sal Da Vinci replica a Cazzullo: “Ha dato dell’imbecille a chi mi ha votato”,"Il cantante a Belve parla per la prima volta delle parole del giornalista, che ha definito il brano vincitore di Sanremo 2026 adatto per un matrimonio della camorra",N/D,https://www.davidemaggio.it/app/uploads/2026/04/Sal-Da-Vinci-Belve-2000x1334.jpeg,https://www.davidemaggio.it/belve/sal-da-vinci-replica-a-cazzullo-ha-dato-dellimbecille-a-chi-mi-ha-votato
28/04/2026,Sigfrido Ranucci stasera a È Sempre Cartabianca,Focus sulla sparatoria al Gala dei media a Washington e su quanto accaduto durante le manifestazioni per il 25 aprile. Ecco le anticipazioni del 28 aprile 2026,N/D,https://www.davidemaggio.it/app/uploads/2026/04/Sigfrido-Ranucci.png,https://www.davidemaggio.it/e-sempre-cartabianca/sigfrido-ranucci-stasera-a-e-sempre-cartabianca
28/04/2026,"FarWest, Sottile torna su Garlasco e fa chiarezza sugli audio al centro di un presunto complotto",Spazio a un’inchiesta sul giro di prostituzione di lusso a Milano e a un reportage dal Pakistan. Ecco le anticipazioni del 28 aprile 2026,N/D,https://www.davidemaggio.it/app/uploads/2026/02/Salvo-Sottile-4-1024x618.jpg,https://www.davidemaggio.it/farwest/farwest-sottile-torna-su-garlasco-e-fa-chiarezza-sugli-audio-al-centro-di-un-presunto-complotto
28/04/2026,Inside racconta ‘Droghe e nuove droghe’,Un viaggio-racconto di Luigi Pelazza nel mondo delle sostanze stupefacenti. Ecco le anticipazioni del 28 aprile 2026,N/D,https://www.davidemaggio.it/app/uploads/2026/04/Luigi-Pelazza-2000x1125.jpeg,https://www.davidemaggio.it/le-iene/inside-racconta-droghe-e-nuove-droghe
28/04/2026,Elly Schlein stasera a diMartedì,Focus sull’operato del Governo Meloni. Tra gli ospiti anche Massimo Ghini. Ecco le anticipazioni del 28 aprile 2026,N/D,https://www.davidemaggio.it/app/uploads/2026/02/Elly-Schlein-1024x576.jpg,https://www.davidemaggio.it/dimartedi/elly-schlein-stasera-a-dimartedi
28/04/2026,Elena Santarelli a Belve: “Un noto personaggio della TV mi ha licenziata perché ho rifiutato un invito a cena”,"L'ex professoressa de L'Eredità si scaglia contro Chiara Ferragni per il Pandoro-gate: ""Sono incaz*ata nera, le sue scuse non me le bevo""",N/D,https://www.davidemaggio.it/app/uploads/2026/04/Elena-Santarelli-Belve-1-scaled-e1777380557466-2000x1403.jpeg,https://www.davidemaggio.it/belve/elena-santarelli-a-belve-un-noto-personaggio-della-tv-mi-ha-licenziata-perche-ho-rifiutato-un-invito-a-cena
28/04/2026,"Romina Power non perdona Al Bano: “Pensavo di avere un pilastro vicino, invece non c’era niente”","La cantante a Belve parla della figlia Ylenia Carrisi, la cui scomparsa ha portato la coppia ad una rottura insanabile",N/D,https://www.davidemaggio.it/app/uploads/2026/04/Romina-Power-Belve-1-2000x1320.jpeg,https://www.davidemaggio.it/belve/romina-power-non-perdona-al-bano-pensavo-di-avere-un-pilastro-vicino-invece-non-cera-niente
27/04/2026,Geppi Cucciari co-conduttrice del GialappaShow di stasera. Argentero e Insinna tra gli ospiti,"In studio anche le Bambole di Pezza, Brenda Lodigiani torna ad imitare Victoria Cabello. Ecco le anticipazioni del 27 aprile 2026",N/D,https://www.davidemaggio.it/app/uploads/2026/04/Geppi-Cucciari-e-Mago-Forest-2000x1333.jpg,https://www.davidemaggio.it/gialappashow/geppi-cucciari-co-conduttrice-del-gialappashow-di-stasera-argentero-e-insinna-tra-gli-ospiti
27/04/2026,"Quarta Repubblica: l’attentato a Trump, Garlasco e le polemiche del 25 aprile nella puntata di stasera","Focus sullo scontro Italia-Svizzera sulle spese mediche dei feriti nell’incendio a Crans-Montana. In studio parla il padre di Manfredi, superstite del rogo. Ecco le anticipazioni del 27 aprile 2026",N/D,https://www.davidemaggio.it/app/uploads/2026/01/Nicola-Porro-e1767449860675-1024x671.jpeg,https://www.davidemaggio.it/quarta-repubblica/quarta-repubblica-lattentato-a-trump-garlasco-e-le-polemiche-del-25-aprile-nella-puntata-di-stasera
27/04/2026,"La Torre di Babele: Augias torna con ‘Finimondo, istruzioni per un confuso presente’",Una puntata per capire che natura hanno i conflitti di oggi e come sopravvivere in un'epoca di incertezze. Antonio Scurati e Umberto Galimberti tra gli ospiti,N/D,https://www.davidemaggio.it/app/uploads/2025/11/La-Torre-di-Babele-Augias-Corrado-1024x576.jpeg,https://www.davidemaggio.it/la-torre-di-babele/la-torre-di-babele-augias-torna-con-finimondo-istruzioni-per-un-confuso-presente
